h3,city,no_vehicle,buildings,lat,lon
892a30662b7ffff,Cambridge,111.64109455522548,17,42.367297668721655,-71.07976235267718
892a30645c7ffff,Boston,111.0,3,42.33778518725341,-71.09625917018144
892a3067633ffff,Cambridge,111.0,1,42.39989885622972,-71.15092422179204
892a3066ac7ffff,Boston,110.19669556429587,125,42.31801214829811,-71.08033625988404
892a3066257ffff,Cambridge,109.62935116555836,102,42.3716959138609,-71.10165051847288
892a306617bffff,Boston,109.36091472931372,7,42.34764353714562,-71.06185035116904
892a3066213ffff,Cambridge,109.2959338257408,34,42.372169954554096,-71.09361960416412
892a3067113ffff,Cambridge,109.25949365132428,4,42.37269954533986,-71.12382270967375
892a306618bffff,Boston,108.28043764609396,2,42.35441761810082,-71.04486578969504
892a30668cfffff,Boston,107.82285709996982,248,42.317951761415124,-71.05429832224378
892a3066a07ffff,Boston,106.49953030728888,131,42.30982488153554,-71.07928067603099
892a306623bffff,Cambridge,105.93256510423946,23,42.3641954040414,-71.09578963697668
892a3064c33ffff,Boston,105.44339655091628,122,42.28817617411711,-71.0920448346341
892a3064d4bffff,Boston,105.40764697482932,166,42.277736062164166,-71.09721107301857
892a3066323ffff,Boston,104.61201301795525,200,42.34244453075731,-71.07720905681059
892a306738bffff,Cambridge,104.4106867496247,2,42.37487508043679,-71.15274341284558
892a3066253ffff,Cambridge,104.2164814747159,37,42.3744334664903,-71.10486226800708
892a3064c3bffff,Boston,103.79828245189451,15,42.28809537127885,-71.09574072377235
892a3066a47ffff,Boston,103.71826609048381,84,42.31296968061393,-71.09048228044956
892a306686fffff,Boston,103.48468161841795,64,42.30498664172601,-71.06131648189158
892a306458bffff,Boston,103.42069456634765,10,42.33711197287246,-71.09205925837342
892a3074953ffff,Boston,103.0,1,42.393566,-70.995047
892a33936cbffff,Boston,102.98779322269868,172,42.28289453759205,-71.05787236609966
892a3064647ffff,Boston,102.78729241827065,12,42.35020830623344,-71.14989195598294
892a306680bffff,Boston,102.05790902573774,205,42.3127530958684,-71.05467793263958
892a306706fffff,Cambridge,101.898018291944,12,42.37968725876904,-71.15285740718438
892a3066aabffff,Boston,101.8138760759096,61,42.31031000511198,-71.07446713237461
892a3066c0fffff,Boston,101.61334197543546,7,42.329576111494426,-71.03580452681048
892a30641d3ffff,Boston,101.40425065479516,60,42.32382825795586,-71.11075395250825
892a3065587ffff,Boston,100.40879973771115,97,42.35218963565035,-71.16256705806757
892a30665dbffff,Boston,100.26116724051194,218,42.38014785101138,-71.03767686738016
892a3064cbbffff,Boston,99.59648564790793,36,42.29400256280707,-71.08894575828302
892a3064217ffff,Boston,99.55713455996082,3,42.332312989838435,-71.154560862211
892a30668c3ffff,Boston,99.52730952768209,22,42.32027114962071,-71.05378298978002
892a306448bffff,Cambridge,99.25544383373028,54,42.356073083845594,-71.10754606490765
892a3065923ffff,Boston,98.0,1,42.267307135863554,-71.17105705833838
892a30671c7ffff,Cambridge,97.83592265951182,18,42.37434856665902,-71.12505017302061
892a3066107ffff,Boston,97.3723591940809,1,42.348671998978816,-71.0484085216274
892a3067543ffff,Cambridge,97.19253742338651,22,42.39070948943515,-71.12043945354175
892a306646fffff,Boston,97.02702095916423,36,42.3797910881305,-71.06006529024714
892a3064387ffff,Boston,97.0,1,42.31453,-71.130642
892a3066abbffff,Boston,96.6719203671678,92,42.31290352674887,-71.07277111488739
892a3065517ffff,Boston,96.46473250250442,119,42.349855343341794,-71.16816511317745
892a3064b83ffff,Boston,96.38712590499495,44,42.26101526471836,-71.11862214529737
892a3066b53ffff,Boston,96.18705087210674,158,42.29911747283119,-71.07491434061603
892a3064b33ffff,Boston,96.10806510300273,6,42.25125077203201,-71.12298013234842
892a3064e2fffff,Boston,95.86534023456572,12,42.28380399701788,-71.12679252869358
892a3064123ffff,Boston,95.82824212834932,3,42.30447340989578,-71.10936845119876
892a3064a93ffff,Boston,95.63999121518194,13,42.28292435569156,-71.13136299352757
892a30641a3ffff,Boston,95.49618507444163,15,42.30931926525533,-71.10196750541647
892a3064e43ffff,Boston,95.11438300306378,1,42.29488381286275,-71.13836806041839
892a3066843ffff,Boston,95.02354161877747,114,42.31520607617485,-71.06074997694799
892a306622bffff,Cambridge,94.88458204420681,6,42.36176454063499,-71.09796709848958
892a3066327ffff,Boston,94.61384120085077,136,42.339263677508065,-71.07673480142245
892a3064527ffff,Boston,93.32229574209357,77,42.32017881130527,-71.09164628430307
892a3064107ffff,Boston,93.0,3,42.31027315809475,-71.10911411451156
892a3066ad7ffff,Boston,92.33851796732607,155,42.32054760719356,-71.0785302513037
892a306650fffff,Boston,92.16179903920391,11,42.366627325811606,-71.03629854071833
892a306450bffff,Boston,92.06873459156105,9,42.330960009891704,-71.10068648919672
892a306466bffff,Boston,91.80450390715902,3,42.34498405554629,-71.15439214093503
892a339a48bffff,Boston,91.48002156157112,76,42.261428818126824,-71.15435882277518
892a306681bffff,Boston,91.3958850549011,130,42.31525434446046,-71.05331341792707
892a3066b0fffff,Boston,91.31375800579208,184,42.2912803684495,-71.06833796434748
892a3066a0bffff,Boston,90.98741555025387,105,42.31263178292616,-71.08546208325058
892a30649d3ffff,Boston,90.54653038978556,231,42.26700029722305,-71.09785792012643
892a3066a43ffff,Boston,90.40721641948923,120,42.314932707798256,-71.09175194064447
892a3064683ffff,Boston,90.26250309445501,50,42.35499620893056,-71.13242676275564
892a3064cafffff,Boston,89.01682164791502,163,42.288478943528844,-71.08796921759044
892a30648a7ffff,Boston,88.0933257182395,106,42.26956542394799,-71.09973397970367
892a307486fffff,Boston,88.0,1,42.397398,-71.013395
892a306582fffff,Boston,88.0,2,42.282544,-71.19082850000001
892a3066c17ffff,Boston,87.69426497254281,123,42.33198652786445,-71.03047272435272
892a3066c8fffff,Boston,87.34542370973804,117,42.33350383144144,-71.02797788954572
892a3064abbffff,Boston,87.16064365734938,21,42.27549677396853,-71.13465518104847
892a30664a7ffff,Boston,86.13931668037623,130,42.382105675025166,-71.03543443426996
892a3067323ffff,Boston,86.0,1,42.360036,-71.154475
892a3064857ffff,Boston,84.4327036331539,103,42.27766761961096,-71.11882296277864
892a3064d4fffff,Boston,84.42550532373923,82,42.27544860821529,-71.09491239846628
892a30649dbffff,Boston,84.0183385784334,177,42.266876375174796,-71.10198621374713
892a306754bffff,Cambridge,83.10061166067725,109,42.39062797994226,-71.12559104400853
892a3066867ffff,Boston,82.800786431412,10,42.30496601105152,-71.05777157523569
892a339a48fffff,Boston,82.49496549410412,39,42.25960166959246,-71.15188080666479
892a3067553ffff,Cambridge,81.97684256789105,3,42.39276373526139,-71.12043935583473
892a30648cfffff,Boston,81.93850188599932,127,42.28031291306603,-71.11730267490273
892a3064d5bffff,Boston,81.60061962945367,169,42.28034196074662,-71.09518839382058
892a339a483ffff,Boston,81.53229581202825,114,42.26159134528186,-71.15105818045116
892a3066b5bffff,Boston,81.1599299418843,166,42.29916164690946,-71.07910647788853
892a3066a13ffff,Boston,81.1395719739388,123,42.31529248555611,-71.07881360478576
892a3066b33ffff,Boston,81.06567235636109,233,42.28847217462646,-71.06166742491149
892a30641c7ffff,Boston,80.86773619502509,9,42.31793070558681,-71.11184233745313
892a30644b3ffff,Boston,80.44466322495722,30,42.350132462305005,-71.0979928119559
892a3066e97ffff,Boston,80.44351383694281,57,42.335829948949915,-71.0511990145339
892a3067093ffff,Cambridge,80.42448519132199,42,42.3961193833081,-71.13019782164835
892a3066e67ffff,Boston,80.38576429689496,116,42.32308039406218,-71.07170561255063
892a306686bffff,Boston,79.96968623392888,65,42.30670786641842,-71.0633685710525
892a3064163ffff,Boston,79.7986760518385,29,42.307614365411894,-71.11918141169906
892a3066627ffff,Boston,79.7506792093474,3,42.37789420024885,-71.07427887533271
892a30670bbffff,Cambridge,79.53485638592326,5,42.38848110855025,-71.13125837159183
892a3066b13ffff,Boston,79.00593243142842,59,42.29609168619422,-71.06347601081276
892a306639bffff,Boston,78.40007749915002,10,42.35803070869888,-71.07197575140418
892a3066eabffff,Boston,78.10086278583475,26,42.32852025045171,-71.056969670549
892a30662c7ffff,Cambridge,77.77563729049683,6,42.37322709152071,-71.09556537243475
892a3066bcfffff,Boston,76.75273092743403,76,42.2993179563511,-71.07110304568292
892a3066bc7ffff,Boston,76.2293140353284,13,42.300150106688044,-71.06655181226321
892a306412fffff,Boston,76.19618679778455,6,42.300843494213346,-71.11249270966158
892a3064173ffff,Boston,76.1784773596215,24,42.30981033286866,-71.11782134980159
892a306469bffff,Boston,76.07004459571259,94,42.35834803879733,-71.13505641300458
892a3066a27ffff,Boston,75.69857942404305,108,42.301689201542025,-71.07679938294021
892a3066573ffff,Boston,75.26228163035053,8,42.367175580972486,-71.03951323096564
892a30644c7ffff,Cambridge,74.54887918519364,94,42.35629233609698,-71.11081326739532
892a3064b0fffff,Boston,74.0,6,42.25371042866469,-71.13158406203415
892a3066ed3ffff,Boston,73.96426117515962,16,42.34309318901779,-71.06577401198035
892a30648afffff,Boston,73.72978822423825,224,42.26957336104592,-71.10411940147063
892a3064187ffff,Boston,73.46384758767397,141,42.315498629658805,-71.10052094214203
892a3066a87ffff,Boston,73.2501765963451,72,42.31567274685921,-71.0708442435926
892a3066c03ffff,Boston,73.00554959145248,284,42.331611821779646,-71.03392010261298
892a306487bffff,Boston,72.37625760170779,34,42.27252121950546,-71.12387541755844
892a3066acbffff,Boston,72.08557593360462,41,42.320112355560404,-71.08731224842116
892a3064437ffff,Boston,71.60152420185457,19,42.34191814573992,-71.10484388546884
892a3066a37ffff,Boston,71.2634122601898,103,42.30421661081531,-71.07477904662045
892a339a4b7ffff,Boston,71.02072216508748,6,42.254015022010144,-71.14551684365595
892a306457bffff,Boston,70.77648638260807,2,42.32802998331029,-71.10885997553189
892a3064d6fffff,Boston,70.34111361379999,6,42.267452614593076,-71.09434779398363
892a3066c8bffff,Boston,70.02941039350664,97,42.33696921922408,-71.02847888836516
892a3064e97ffff,Boston,69.88286662791721,43,42.29908465370437,-71.11449201037661
892a339a49bffff,Boston,69.82154901786254,96,42.26395307359996,-71.15210935694422
892a339a487ffff,Boston,69.57057433874883,37,42.25891814648214,-71.14848254884069
892a30641a7ffff,Boston,69.50381492555836,14,42.307770121992995,-71.10062800533485
892a3065d6bffff,Boston,69.0,6,42.28742146123549,-71.17149227827707
892a3064ebbffff,Boston,68.71241880745505,69,42.29412830260897,-71.11964775721266
892a3066ecfffff,Boston,68.50997498855676,53,42.3373625956708,-71.06995606524595
892a3066b4fffff,Boston,68.2759549937845,36,42.29430136755546,-71.0798454420434
892a3064533ffff,Boston,68.0635240476222,20,42.3264423112418,-71.09241154864763
892a3064643ffff,Boston,67.74435350041324,6,42.3531745949869,-71.15270818322158
892a3064ca3ffff,Boston,67.10221729772863,14,42.290521977006655,-71.08631720640413
892a3066ebbffff,Boston,67.00703429981728,30,42.33105808029813,-71.05548917913258
892a3064433ffff,Boston,66.98436003144903,38,42.34569692689216,-71.10581223973381
892a3066207ffff,Cambridge,66.45254893846982,44,42.36681418897187,-71.0933000574712
892a339a5c7ffff,Boston,66.0,1,42.242819,-71.144069
892a30655bbffff,Boston,65.85897929091101,217,42.35031529016852,-71.16394542073152
892a3064da7ffff,Boston,65.82966656341677,1,42.27104941354597,-71.06868244207405
892a3064cabffff,Boston,65.55410210067885,109,42.290925979830554,-71.09068917108979
892a3064d53ffff,Boston,65.397851610642,4,42.28030267113578,-71.08857613692098
892a3064c2fffff,Boston,65.39727878279577,173,42.282964623862355,-71.09705247511077
892a339167bffff,Boston,65.30212859507623,8,42.23568941108899,-71.12528212737493
892a30642cbffff,Boston,65.14691430059645,5,42.33951678137571,-71.1647628265048
892a3064c4bffff,Boston,64.52463076562815,21,42.29705016197717,-71.1136897569492
892a306701bffff,Cambridge,63.63424198190936,6,42.39011098138406,-71.14469693822537
892a3064097ffff,Boston,63.0,1,42.337299,-71.111551
892a30642c3ffff,Boston,62.762445498558606,31,42.340454342493764,-71.1601775793932
892a3064523ffff,Boston,62.34783160350254,47,42.323480407174955,-71.09450144130042
892a3064663ffff,Boston,62.339015122890174,90,42.345379010142814,-71.15047705564386
892a3067577ffff,Cambridge,62.30002534833737,22,42.38210712078924,-71.11467841266777
892a3064563ffff,Boston,61.69195460857022,8,42.32602966378643,-71.105011038329
892a3066b17ffff,Boston,61.636934457073934,68,42.29404585943223,-71.06272500541746
892a3066857ffff,Boston,61.63129302198151,202,42.31526900223142,-71.05668351643297
892a30673a7ffff,Cambridge,61.0,1,42.364822,-71.144492
892a3064cb7ffff,Boston,60.0866081985175,11,42.29038231586943,-71.08223586563078
892a30670abffff,Cambridge,60.078147092297094,39,42.384400313149335,-71.1347318181858
892a30670d3ffff,Cambridge,60.0,1,42.399831,-71.140372
892a339364bffff,Boston,60.0,2,42.276807100881456,-71.06716106009524
892a30655b3ffff,Boston,59.384754840648284,162,42.35030312255002,-71.15969636493942
892a306754fffff,Cambridge,59.16791524855478,49,42.38789145876095,-71.12366617343272
892a3393693ffff,Boston,59.0,1,42.281898,-71.040494
892a3074973ffff,Boston,59.0,1,42.384647,-70.994239
892a30648cbffff,Boston,58.776843290075526,88,42.28302893658352,-71.11828953993766
892a3066a9bffff,Boston,58.418720195858526,174,42.32070768163564,-71.07442077976854
892a3064babffff,Boston,58.158643937704994,24,42.253224198001256,-71.12311707150221
892a3065927ffff,Boston,58.01812380697556,2,42.26374565,-71.16851812499999
892a3066c1bffff,Boston,57.945828143773866,164,42.33335076945237,-71.03655268197852
892a306704bffff,Cambridge,57.57393024409802,3,42.389853629910725,-71.15742663336782
892a3066ccfffff,Boston,57.538337813999775,171,42.33649397941309,-71.03908291748763
892a3064b03ffff,Boston,57.10611946456421,4,42.256914892779434,-71.12753166309169
892a3064c83ffff,Boston,56.81900738771762,22,42.298362011917554,-71.08682964452684
892a306456fffff,Boston,56.74046843109325,54,42.322673284536165,-71.10777279597603
892a3066b0bffff,Boston,56.39133083346151,145,42.29361545445262,-71.07024609396305
892a306464fffff,Boston,55.98492845578704,63,42.35051882799897,-71.15635712449087
892a306460bffff,Boston,55.84136820961713,4,42.350355747996396,-71.14837124626932
892a3064117ffff,Boston,55.0,2,42.31229391759564,-71.10755219861214
892a3066683ffff,Boston,55.0,1,42.394022,-71.069322
892a3064493ffff,Cambridge,54.961150007814425,4,42.35859538456309,-71.10025137296886
892a306653bffff,Boston,54.65817409371532,1,42.36432120662205,-71.03285752981238
892a3066b77ffff,Boston,54.565744917500055,110,42.28866556338516,-71.07077971001884
892a306429bffff,Boston,54.54751475063511,4,42.34044581601566,-71.15237284824968
892a3064417ffff,Boston,54.406780386704035,8,42.349452842098415,-71.10592487837016
892a3066b37ffff,Boston,54.02480319510497,100,42.28597207902678,-71.05952957994458
892a30673d3ffff,Cambridge,54.0,1,42.380636,-71.156231
892a339164fffff,Boston,53.97138107036188,30,42.236631505662885,-71.12731642020462
892a3064b97ffff,Boston,53.9376480050061,157,42.26158155352976,-71.11531902239578
892a3064eabffff,Boston,53.65602098336382,53,42.29186289525559,-71.1216372741391
892a3066e77ffff,Boston,53.653818429338074,17,42.32544120355334,-71.07115039121533
892a3066e27ffff,Boston,53.19794233992609,64,42.32091507466522,-71.0600833163831
892a3067057ffff,Cambridge,53.132069697481285,2,42.390705196792226,-71.14730367302619
892a3064513ffff,Boston,52.49739952834689,3,42.334598891964625,-71.09381944271232
892a3064553ffff,Boston,52.426071552324515,31,42.33655973586922,-71.10500753721216
892a30671d7ffff,Cambridge,51.656794136510086,10,42.37730583400081,-71.12373492313152
892a30660c7ffff,Boston,51.5916215638803,22,42.375239604308035,-71.06302337838389
892a3066013ffff,Boston,50.85278813224222,1,42.37271966485883,-71.06172937602585
892a3066387ffff,Boston,50.84659832306226,4,42.352737075842825,-71.06937165436045
892a3066c83ffff,Boston,50.72001920093875,89,42.33667526320604,-71.02643359885087
892a306456bffff,Boston,50.500384410802695,64,42.325409005066746,-71.10916288546017
892a3066e63ffff,Boston,50.487232379547876,14,42.32589148227519,-71.07345130542879
892a3066943ffff,Boston,50.297225408054004,1,42.29584935029875,-71.04711116474446
892a30670c3ffff,Cambridge,50.0,1,42.397412,-71.143593
892a30660dbffff,Boston,49.94692001265849,206,42.380203818597074,-71.06799081737223
892a30648a3ffff,Boston,49.7471536472969,183,42.27224052128209,-71.10168607081056
892a306467bffff,Boston,49.195496092841,2,42.34859440341941,-71.15406148586203
892a3064dcbffff,Boston,49.09996249108515,2,42.28212275,-71.087369575
892a306418bffff,Boston,49.07081010198896,4,42.31766343388355,-71.10716146518553
892a306618fffff,Boston,48.15686063469678,1,42.352622728368985,-71.04407083618679
892a306604fffff,Cambridge,47.98793273237263,17,42.3688471672051,-71.0790427562733
892a3066863ffff,Boston,47.624724624150545,41,42.30709306482861,-71.0596395354651
892a3066e33ffff,Boston,47.5848218588712,15,42.32529702830841,-71.05939307709417
892a30662abffff,Cambridge,47.46799735165731,1,42.36734959672241,-71.0867364257163
892a339a4b3ffff,Boston,47.36200213205455,30,42.2563751400032,-71.14569518305603
892a306495bffff,Boston,47.3120976795717,83,42.262083793672815,-71.11156969892374
892a33936dbffff,Boston,47.19830485044251,41,42.2853123017411,-71.05568976097767
892a3074b3bffff,Boston,46.902800333656586,174,42.3822096873597,-71.01749341531806
892a3064ea7ffff,Boston,46.8165117581048,41,42.28754419289353,-71.11343553708457
892a306712fffff,Boston,46.80507649728827,19,42.35866551598177,-71.1254844666628
892a3064953ffff,Boston,46.689699455394404,42,42.26210580927717,-71.10572694898704
892a3064657ffff,Boston,46.49880231610825,8,42.35407056895987,-71.14791310860899
892a3066553ffff,Boston,45.825685868112764,1,42.37355899608148,-71.04115943368551
892a3064ab3ffff,Boston,45.730335721151285,146,42.27491718314047,-71.13034726000448
892a30671dbffff,Cambridge,45.22515794810191,57,42.3796735976251,-71.13006391588445
892a3064c17ffff,Boston,45.143190363066914,38,42.293710763147516,-71.09161930873297
892a3064d43ffff,Boston,44.7688150160876,61,42.277638467425525,-71.09432361076955
892a306465bffff,Boston,44.14556211046477,8,42.35587340080568,-71.15637270853807
892a3065947ffff,Boston,44.0,1,42.275913,-71.183159
892a339365bffff,Boston,43.63267454253005,31,42.281037386513695,-71.06417457818608
892a306453bffff,Boston,43.23955636146397,32,42.3259475969696,-71.09553172793069
892a306418fffff,Boston,43.02999723844843,1,42.31515007613147,-71.10417176892905
892a3064d3bffff,Boston,42.0,1,42.269322,-71.080852
892a3066b03ffff,Boston,41.91356400847117,161,42.29381009421553,-71.06599497007639
892a306481bffff,Boston,41.51980854630235,53,42.278189976706926,-71.11560146607687
892a3066e17ffff,Boston,41.31248408313617,1,42.33097714529126,-71.06257250939592
892a3065d87ffff,Boston,41.0,1,42.29728,-71.146883
892a3064673ffff,Boston,40.72854410021205,83,42.34665188494721,-71.14921031365289
892a3067003ffff,Cambridge,40.66660561737237,3,42.387958218689896,-71.13997474895017
892a3065513ffff,Boston,40.47038189988202,107,42.35252230154345,-71.17079845923944
892a30670a7ffff,Cambridge,40.2886987193419,49,42.38287258042406,-71.1282020368881
892a3064d13ffff,Boston,40.22123889255341,104,42.277381410968545,-71.07941082441508
892a306459bffff,Boston,40.13230700000192,4,42.3406259742347,-71.0895566588203
892a30648d3ffff,Boston,39.84245096873474,38,42.28657475012496,-71.11365409706255
892a339364fffff,Boston,39.8175598417909,33,42.27457075985908,-71.06449970082487
892a306558fffff,Boston,39.24987784057972,92,42.3525412035728,-71.16628394238235
892a306606bffff,Cambridge,39.131091162841024,1,42.36448013480718,-71.07713719623887
892a306445bffff,Boston,38.77297680659903,43,42.354882688824055,-71.12551928997736
892a3067163ffff,Boston,38.70308880370247,1,42.363009378007696,-71.13420661272926
892a306739bffff,Cambridge,38.699702114561404,3,42.37625594360327,-71.15002074334369
892a3067463ffff,Cambridge,38.339001510727684,25,42.400425222496885,-71.13420131827948
892a306558bffff,Boston,38.03630764472316,15,42.355002138186805,-71.16822831952062
892a30640a3ffff,Boston,38.0,1,42.328372,-71.114547
892a3064833ffff,Boston,37.7346279369954,211,42.269596258232475,-71.10843480827396
892a3066b57ffff,Boston,37.551380073489995,83,42.29695148911787,-71.07257426724999
892a3067097ffff,Cambridge,37.54075278675617,37,42.39286234858193,-71.12767315945251
892a306696bffff,Boston,37.42978318704293,28,42.287851328292845,-71.04917486902623
892a30665cfffff,Boston,37.2763761675257,1,42.374293879394884,-71.03817394273422
892a3074bb7ffff,Boston,37.19453239962712,177,42.385088576623765,-71.0023395077572
892a3065533ffff,Boston,36.367343034099726,18,42.34476202003234,-71.16872525250785
892a3066637ffff,Boston,36.29637042200557,3,42.38052152495579,-71.0714037125005
892a306663bffff,Boston,36.178449365713625,2,42.38285051313926,-71.07857073465937
892a33912c3ffff,Boston,36.0,2,42.227926,-71.130771
892a3066e2bffff,Boston,35.89862387126029,59,42.323053847700635,-71.06883064615886
892a3074bb3ffff,Boston,35.847488485878756,166,42.38805015039659,-71.00442372104072
892a306708fffff,Cambridge,35.79376011910707,4,42.391323116979684,-71.13444490340669
892a3066e07ffff,Boston,35.029363213420076,1,42.328326205715975,-71.0638287855248
892a3066a53ffff,Boston,34.89197515567912,64,42.31799216187821,-71.08996991969977
892a306702bffff,Cambridge,34.860118680407396,20,42.37944656769874,-71.14414082400893
892a3064c23ffff,Boston,34.83729824265526,87,42.28534257003369,-71.09525787589502
892a30648abffff,Boston,34.6559151726884,96,42.27188454878425,-71.10667615977826
892a3067053ffff,Cambridge,34.506615427807894,5,42.39385454129467,-71.14972309178464
892a3066bb3ffff,Boston,34.43322213979602,189,42.29385501656205,-71.05298683635698
892a3064853ffff,Boston,34.16544375321579,93,42.28014348631716,-71.1217989970896
892a3074b77ffff,Boston,33.99801862704165,46,42.38223299128402,-71.02108694616537
892a3067167ffff,Boston,33.98974764898796,49,42.360622387464,-71.13213776257267
892a3064d83ffff,Boston,33.865578115961696,94,42.27961454426297,-71.0727366211542
892a3066b6bffff,Boston,33.80205012429589,64,42.288339066256,-71.08059992033202
892a306716bffff,Boston,33.69159721682037,1,42.362526862206806,-71.13809893208534
892a3064a87ffff,Boston,33.36426580268238,115,42.27735322077283,-71.13239554565828
892a3066cc7ffff,Boston,33.0,2,42.337159129206796,-71.03575461081643
892a3066093ffff,Boston,32.954433287260834,4,42.37781662515735,-71.05475797551733
892a3074b07ffff,Boston,32.81647525269084,65,42.38429724087295,-71.0146403543012
892a3065d8fffff,Boston,32.0,1,42.295746,-71.153691
892a339a493ffff,Boston,31.968482335696926,82,42.26384395105533,-71.1486255422808
892a3066e87ffff,Boston,31.917056685357863,37,42.33437222173024,-71.0522564504688
892a3066283ffff,Cambridge,31.59678292396613,4,42.37354532153752,-71.08722313242035
892a3064c93ffff,Boston,31.433913212679897,65,42.30170874613981,-71.08448169651528
892a30663cbffff,Cambridge,31.160417672786163,3,42.35936700173241,-71.08718525764469
892a30670b7ffff,Cambridge,31.08964053038934,61,42.38478583449696,-71.12562553624413
892a3066e6fffff,Boston,31.0054345030794,80,42.32274830776769,-71.07623561975655
892a306682fffff,Boston,31.0,6,42.30140988644882,-71.05092272154009
892a3064d8fffff,Boston,30.82115126281183,211,42.277691358524365,-71.07522451063208
892a3064e47ffff,Boston,30.62294868940816,104,42.29314588608075,-71.13605041748791
892a3066297ffff,Cambridge,30.497188126639532,6,42.37290189649173,-71.08196054849903
892a3066ab7ffff,Boston,30.476940004920824,11,42.30937266265993,-71.06405853780296
892a30645cbffff,Boston,30.39847579814544,1,42.33975507249978,-71.10328540299626
892a30645d7ffff,Boston,30.077669811673,2,42.33907138539215,-71.0919751822659
892a306746fffff,Cambridge,30.07606049796872,27,42.39854053095571,-71.13629182291888
892a3064203ffff,Boston,30.0,1,42.33039,-71.157036
892a339a5abffff,Boston,30.0,1,42.23366,-71.139241
892a30664bbffff,Boston,30.0,1,42.386831,-71.039262
892a307494bffff,Boston,29.904220711636512,174,42.39054548449091,-71.00202957599502
892a3064193ffff,Boston,29.671879731312433,1,42.321366581766384,-71.09879078656103
892a306646bffff,Boston,29.579727707968747,10,42.3815362344788,-71.06218295313307
892a306718fffff,Cambridge,29.425976586891792,6,42.372089560705575,-71.1190964914901
892a3066057ffff,Cambridge,29.39373220157467,2,42.37094586226257,-71.06975857981027
892a30648b7ffff,Boston,29.33453068981485,114,42.27203061886195,-71.09787078443796
892a3064cb3ffff,Boston,29.33266319329626,63,42.29447203090486,-71.0831304602497
892a30749cfffff,Boston,29.0,2,42.392513475,-70.99001362499999
892a30641cfffff,Boston,28.882228877462776,12,42.31902107584923,-71.1155320481464
892a3064e73ffff,Boston,28.5586877187958,244,42.291095647823326,-71.13460003267075
892a3064e87ffff,Boston,28.265959671700195,28,42.29636416731571,-71.11763233382395
892a3064837ffff,Boston,28.25326027645376,192,42.266932666652515,-71.1064024161492
892a30641c3ffff,Boston,28.124813752226313,28,42.320020619733256,-71.11491487611099
892a3074b63ffff,Boston,27.987551280298007,28,42.38248554029089,-71.02617769028053
892a30671c3ffff,Cambridge,27.822900321008834,25,42.3774207455977,-71.1284415764388
892a306742fffff,Cambridge,27.438900886468453,18,42.39562597045995,-71.1267312771991
892a3066b43ffff,Boston,27.351841888293503,144,42.29652389533723,-71.07705500545347
892a306709bffff,Cambridge,27.29598976309855,66,42.39594749954343,-71.13455585698948
892a3065507ffff,Boston,26.913057683769107,104,42.34783061634867,-71.1703558967593
892a3064ddbffff,Boston,26.50086815067718,90,42.2860541180704,-71.08537993441813
892a30641bbffff,Boston,26.418002067118092,1,42.31264691467747,-71.10098643379874
892a3064d8bffff,Boston,26.348144277911473,183,42.28032558577583,-71.07705975382292
892a3064137ffff,Boston,26.23730684595809,3,42.30530315955204,-71.10684942561939
892a3074b7bffff,Boston,26.0,1,42.384041,-71.027712
892a3067007ffff,Cambridge,25.980565366926516,17,42.38492429762687,-71.13833471429423
892a3065537ffff,Boston,25.90689727385755,80,42.34229353722465,-71.16664891295727
892a306449bffff,Cambridge,25.873383728002167,26,42.3582569472546,-71.10583285716017
892a3066947ffff,Boston,25.819179817400645,3,42.29287553619187,-71.04431313222794
892a3064427ffff,Boston,25.814540370317356,9,42.33861433995242,-71.10802944004257
892a306718bffff,Cambridge,25.558358453189776,12,42.374791718929814,-71.12182613161745
892a30646cbffff,Boston,25.46716248719006,3,42.35789739183847,-71.14839035661282
892a3064847ffff,Boston,25.288077357648444,40,42.27498526915994,-71.12197623076189
892a306608fffff,Boston,25.272470680456326,3,42.37283075078048,-71.0575180755752
892a3067033ffff,Cambridge,25.007187002753753,67,42.38268665289691,-71.1368879565432
892a306712bffff,Boston,24.806907627562424,23,42.36018469664433,-71.12974508160177
892a339a413ffff,Boston,24.606850310170802,77,42.258638434909486,-71.1576874015561
892a3066b63ffff,Boston,24.600550018471758,106,42.28824160651811,-71.07405978221534
892a3074b33ffff,Boston,24.542903628860692,72,42.38249924393844,-71.01374023812178
892a3064807ffff,Boston,24.26033974542216,182,42.27231670590576,-71.11031804050225
892a3064d17ffff,Boston,24.1048954354783,152,42.27500786069477,-71.07746222127871
892a302955bffff,Boston,24.0,1,42.355925,-70.968935
892a3064ea3ffff,Boston,24.0,1,42.29172724443974,-71.1171348614273
892a3064c27ffff,Boston,23.744270931827973,84,42.283182846805886,-71.09360568471236
892a339a58fffff,Boston,23.0,2,42.24006646386672,-71.13850032876852
892a30670a3ffff,Cambridge,22.907999124102634,52,42.38511542628406,-71.12961765998764
892a3066633ffff,Boston,22.900762078662574,1,42.38315532385064,-71.07382459243732
892a30666a7ffff,Boston,22.500910844155317,90,42.38189716295022,-71.06615747384153
892a306643bffff,Boston,22.466155270631347,6,42.38306448945862,-71.05005274402633
892a3064827ffff,Boston,22.41272595942331,208,42.26431566716043,-71.1086152672152
892a3064d6bffff,Boston,22.347081017338983,97,42.26975697658606,-71.09577216164006
